Description,Site Location,Contact Telephone,Contact URL,Contact Email,Location,Department,Service Level
Power Amplifier 250A,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
12 * X2100 Model 121,St Andrews,441334 463253,https://www.cs.st-andrews.ac.uk,admin-cs@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Computer Science,
2 * Sun fire X4500 x,St Andrews,441334 463253,https://www.cs.st-andrews.ac.uk,admin-cs@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Computer Science,
Trace DSQ Gas Chrom,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
X-Ray Rigaku/MSC,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Pyrocam 3 Digi Camer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
iXON EM Camera,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
High Pressure Equip,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
sc450 Optical Superc,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
HEO1080 Developer Ki,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
MD1000s 3Computers,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
10 Dell Poweredge 19,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
3MD 1000 Computers,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
SONAR Software Upgra,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
4800 Madi Mass Spect,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Dionex3000 NanoLC,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
3000Agilent Gas Chro,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Confocal Laser Micro,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
EastChem Cluster,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EastChem Cluster,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EastChem Cluster,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EastChem Cluster,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EastChem Cluster,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
HE11 Spectrometer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
LV100D Microscope,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Towed Ceatacean Moni,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Whole Cell Patch Cla,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Saturn724 CCD Detect,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
2 AKTA Purifiers,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Quasi Optical System,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Micro Inject System,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
TE2000 Inverted Micr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Judson Iodium Detect,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
CP/MAS Bore Probe,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Active Multipler QQM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
S4000 Battery Test S,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
248 Printing Machine,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Innova 43R Regrif Sh,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
4294A Precision Impe,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
ED-AMP Lase Detector,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
IQ5 PCR System,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
AKTA Purifier UCD100,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
AKTA Purifier UCD100,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
AKTA Purifier UCD100,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
NitricOxide Anaylser,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Dual Port High Flux,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Stirred Reactor,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Piezo Voltage Unit,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Fixed Asset Addition,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Fixed Asset Addition,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
10K Cryosooler,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Microscope Spectroni,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Flow Cryostat ST402,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
FB Precision Manipul,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
SHG Unit for MIRA900,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Verdi V10 Laser 10W,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Alrad Camera System,St Andrews,441334 463744,https://www.st-andrews.ac.uk/maths/,maths@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Maths/Creem,
LCOS Spatial Light M,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Surelite NdYAG Laser,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Akta Purifier UPC100,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Honeybee 963,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
VW Van SD08DXF,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Gas analyser 180C,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Hitachi S4800 SEM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Hitachi S4800 SEM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Hitachi S4800 SEM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Hitachi S4800 SEM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Hitachi S4800 SEM,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
SCISS Spectrometer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
2 VMP3 Multi-Channel,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
AVANCE III  600WD,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Scanning Probe Micro,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Gas Circulation Syst,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Microscope Detection,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Triple Multitron,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Stop Flow Module Sys,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Microscope Multiclam,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
IviumStat Software,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
18kHz EK60SpiltBeam,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
MIIPS Detection Syst,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Pinnacle 5KW DC Supp,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
MIRA 900F Laser Syst,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Catwork Software Sys,St Andrews,441334 462157,https://www.st-andrews.ac.uk/psychology/,psych@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Psychology,
Part asset 2584,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Rhombix 2.0 software,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
RS2000 Optical Table,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Optical Table M-RS20,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Cryogenic K25 Freezi,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
VG ProLab System,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
EVG 3620,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
780 Laser System,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Maxes Magnet System,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
LCOS Spatial Light M,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
2x Objective C63X/1.,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Achromatic Laser Equ,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Glovebox link 2902,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
LCOS SLM Spot Laser,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Deep Depletion Camer,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Verdi V6 DPSS Laser,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
FluoroSens PMT,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
1470 Celltest System,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Mx3005P QPCR Realt,St Andrews,441334 461851,http://medicine.st-andrews.ac.uk/,medicine@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Medical School,
Single Tilt Vaccum H,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Electrophysiology Ri,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Malvern 2000 optic b,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
LCR Meter analysis n,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Box and Gas system,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Nicolet 6700 Spectro,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
CFX96 Optical Reacti,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Ultra-broadband Achr,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
DL 100 Isolator,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
HEO 1080 Panel HDTV,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Swamp Optics Softwar,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
DD Mewton Camera,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Laser 2000,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Deep Deplete Camera,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
3 Symbolic Computers,St Andrews,441334 463253,https://www.cs.st-andrews.ac.uk,admin-cs@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Computer Science,
MAS Prob AVIII 601,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Nicolet 6770 FT-IR,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Xenopus Tank Stand,St Andrews,441334 463446,http://www.smru.st-andrews.ac.uk/,smru@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Environmental Evolution/Sea Mammal/SMRU,
Tecan M200 Micro rea,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
1-2LDplus freeze dry,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
1-2LDplus freeze dry,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Tunable Diode Laser,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
IXON Camera System,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Laser Scanner,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Zetasizer Nano ZS,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
OLED Quantum Yield S,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Connection Board HV,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
IPD340 Camera System,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
MQ20 Minispec System,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Slice Scope Pro300,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Prolab Configuration,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Newton Camera,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
LP200 Nanopositionin,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Single Tilt Holder,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
High Speed Oscillosc,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Field Emission Scann,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
DU920P Newton Camera,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Spectrometer - elexs,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Multimode SPM system,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Multimode SPM system,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Frequency counter -T,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
Zetasizer micro,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
Multimode SPM System,St Andrews,441334 463800,https://www.st-andrews.ac.uk/chemistry/,chemistry@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Chemistry,
Spectrometer elexsys,St Andrews,441334 463401,https://www.st-andrews.ac.uk/bsrc/,bsrc-off@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Biomedical Sciences,
LAMBDA 650S,St Andrews,441334 462894,https://www.st-andrews.ac.uk/gsd/,gsd@st-andrews.ac.uk ,https://en.wikipedia.org/wiki/St_Andrews,Geography ,
92-96GHz Amp,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
KM Labs Swi,St Andrews,441334 463111,https://www.st-andrews.ac.uk/physics/,physics@st-andrews.ac.uk,https://en.wikipedia.org/wiki/St_Andrews,Physics & Astronomy,
